Gene stable ID	HGNC symbol	Gene name
ENSG00000163633	C4orf36	chromosome 4 open reading frame 36
ENSG00000237020	IGHD1-20	NA
ENSG00000211914	IGHD6-19	NA
ENSG00000211915	IGHD5-18	NA
ENSG00000227800	IGHD4-17	NA
ENSG00000135164	DMTF1	cyclin D binding myb like transcription factor 1
ENSG00000211917	IGHD3-16	NA
ENSG00000211918	IGHD2-15	NA
ENSG00000250765	SEPTIN14P5	NA
ENSG00000227108	IGHD1-14	NA
ENSG00000272149	NA	NA
ENSG00000211920	IGHD6-13	NA
ENSG00000250583	NA	NA
ENSG00000249785	LINC02103	NA
ENSG00000211921	IGHD5-12	NA
ENSG00000174839	DENND6A	DENN domain containing 6A
ENSG00000232543	IGHD4-11	NA
ENSG00000249429	NA	NA
ENSG00000211923	IGHD3-10	NA
ENSG00000253886	NA	NA
ENSG00000211924	IGHD3-9	NA
ENSG00000249285	NA	NA
ENSG00000211925	IGHD2-8	NA
ENSG00000249448	MTCO1P24	NA
ENSG00000237197	IGHD1-7	NA
ENSG00000250202	NA	NA
ENSG00000253456	NA	NA
ENSG00000228131	IGHD6-6	NA
ENSG00000244076	NA	NA
ENSG00000285458	NA	NA
ENSG00000211928	IGHD5-5	NA
ENSG00000248591	NA	NA
ENSG00000250842	NA	NA
ENSG00000233655	IGHD4-4	NA
ENSG00000152684	PELO	pelota mRNA surveillance and ribosome rescue factor
ENSG00000130772	MED18	mediator complex subunit 18
ENSG00000251411	NA	NA
ENSG00000211930	IGHD3-3	NA
ENSG00000211931	IGHD2-2	NA
ENSG00000236170	IGHD1-1	NA
ENSG00000211933	IGHV6-1	NA
ENSG00000284968	NA	NA
ENSG00000254279	IGHVII-1-1	NA
ENSG00000235043	TECRP1	NA
ENSG00000271968	ADAM6	ADAM metallopeptidase domain 6 (pseudogene)
ENSG00000215899	NA	NA
ENSG00000113249	HAVCR1	hepatitis A virus cellular receptor 1
ENSG00000237429	NA	NA
ENSG00000225200	NA	NA
ENSG00000271398	NA	NA
ENSG00000145332	KLHL8	kelch like family member 8
ENSG00000211934	IGHV1-2	NA
ENSG00000225011	NA	NA
ENSG00000240731	NA	NA
ENSG00000235069	NA	NA
ENSG00000253780	IGHVIII-2-1	NA
ENSG00000284676	NA	NA
ENSG00000211935	IGHV1-3	NA
ENSG00000237058	MMEL1-AS1	NA
ENSG00000233399	LINC01648	long intergenic non-protein coding RNA 1648
ENSG00000276775	IGHV4-4	NA
ENSG00000157445	CACNA2D3	calcium voltage-gated channel auxiliary subunit alpha2delta 3
ENSG00000282122	IGHV7-4-1	NA
ENSG00000211937	IGHV2-5	NA
ENSG00000267590	NDUFA3P1	NA
ENSG00000090020	SLC9A1	solute carrier family 9 member A1
ENSG00000243167	RPS10P28	NA
ENSG00000253387	IGHVIII-5-1	NA
ENSG00000254053	IGHVIII-5-2	NA
ENSG00000253763	IGHV3-6	NA
ENSG00000211938	IGHV3-7	NA
ENSG00000263212	NA	NA
ENSG00000273776	MIR6126	microRNA 6126
ENSG00000021488	SLC7A9	solute carrier family 7 member 9
ENSG00000199480	RNA5SP389	NA
ENSG00000215131	C16orf90	chromosome 16 open reading frame 90
ENSG00000254329	IGHVII-60-1	NA
ENSG00000252743	RNU6-850P	NA
ENSG00000211970	IGHV4-61	NA
ENSG00000228727	SAPCD1	suppressor APC domain containing 1
ENSG00000249641	HOXC13-AS	HOXC13 antisense RNA
ENSG00000253132	IGHV3-62	NA
ENSG00000257281	NA	NA
ENSG00000253747	IGHVII-62-1	NA
ENSG00000250280	NA	NA
ENSG00000253936	IGHV3-63	NA
ENSG00000252992	NA	NA
ENSG00000240311	NA	NA
ENSG00000276505	NA	NA
ENSG00000223648	IGHV3-64	NA
ENSG00000257956	NOP56P3	NA
ENSG00000173093	CCDC63	coiled-coil domain containing 63
ENSG00000253209	IGHV3-65	NA
ENSG00000110274	CEP164	centrosomal protein 164
ENSG00000253169	IGHVII-65-1	NA
ENSG00000235663	SAPCD1-AS1	NA
ENSG00000103351	CLUAP1	clusterin associated protein 1
ENSG00000211972	IGHV3-66	NA
ENSG00000204396	VWA7	von Willebrand factor A domain containing 7
ENSG00000253274	IGHV1-67	NA
ENSG00000223506	SLC20A1P1	NA
ENSG00000253820	IGHVII-67-1	NA
ENSG00000254036	IGHVIII-67-2	NA
ENSG00000230552	NA	NA
ENSG00000253635	IGHVIII-67-3	NA
ENSG00000254052	IGHVIII-67-4	NA
ENSG00000253703	IGHV1-68	NA
ENSG00000211973	IGHV1-69	NA
ENSG00000211974	IGHV2-70D	NA
ENSG00000231735	RPS2P18	NA
ENSG00000282600	IGHV3-69-1	NA
ENSG00000243389	NA	NA
ENSG00000231147	ARHGAP42P2	NA
ENSG00000281990	IGHV1-69-2	NA
ENSG00000283571	NA	NA
ENSG00000280411	IGHV1-69D	NA
ENSG00000274576	IGHV2-70	NA
ENSG00000254056	IGHV3-71	NA
ENSG00000201555	NA	NA
ENSG00000287234	NA	NA
ENSG00000207023	RNU6-975P	NA
ENSG00000225698	IGHV3-72	NA
ENSG00000271986	RN7SL827P	NA
ENSG00000223967	NA	NA
ENSG00000167130	DOLPP1	dolichyldiphosphatase 1
ENSG00000115641	FHL2	four and a half LIM domains 2
ENSG00000211976	IGHV3-73	NA
ENSG00000213722	DDAH2	dimethylarginine dimethylaminohydrolase 2
ENSG00000120137	PANK3	pantothenate kinase 3
ENSG00000224650	IGHV3-74	NA
ENSG00000254134	IGHVII-74-1	NA
ENSG00000254176	IGHV3-75	NA
ENSG00000253247	IGHV3-76	NA
ENSG00000253310	IGHVIII-76-1	NA
ENSG00000265929	MIR5195	microRNA 5195
ENSG00000211978	IGHV5-78	NA
ENSG00000253674	IGHVII-78-1	NA
ENSG00000275747	IGHV3-79	NA
ENSG00000283906	IGHV4-80	NA
ENSG00000211979	IGHV7-81	NA
ENSG00000253357	NA	NA
ENSG00000249444	NA	NA
ENSG00000253303	IGHVIII-82	NA
ENSG00000151338	MIPOL1	mirror-image polydactyly 1
ENSG00000176049	JAKMIP2	janus kinase and microtubule interacting protein 2
ENSG00000225990	SNRPEP7	NA
ENSG00000258024	OR5BT1P	NA
ENSG00000157978	LDLRAP1	low density lipoprotein receptor adaptor protein 1
ENSG00000257046	SLCO1B3-SLCO1B7	SLCO1B3-SLCO1B7 readthrough
ENSG00000241104	CEACAMP10	uncharacterized LOC284344
ENSG00000248196	NA	NA
ENSG00000287271	NA	NA
ENSG00000248180	GAPDHP60	NA
ENSG00000253427	NA	NA
ENSG00000269793	ZIM2-AS1	NA
ENSG00000242206	RPS26P35	NA
ENSG00000250572	NA	NA
ENSG00000266963	NA	NA
ENSG00000263981	MIR5705	microRNA 5705
ENSG00000287736	NA	papillary thyroid carcinoma susceptibility candidate 1
ENSG00000170509	HSD17B13	hydroxysteroid 17-beta dehydrogenase 13
ENSG00000271412	PRR13P3	NA
ENSG00000046889	PREX2	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2
ENSG00000279586	NA	NA
ENSG00000283307	OR5AK4P	olfactory receptor family 5 subfamily AK member 4 pseudogene
ENSG00000119383	PTPA	protein phosphatase 2 phosphatase activator
ENSG00000272676	OR5AO1P	NA
ENSG00000226944	RNF207-AS1	RNF207 antisense RNA 1
ENSG00000167751	KLK2	kallikrein related peptidase 2
ENSG00000273255	OR5BP1P	NA
ENSG00000270282	NA	NA
ENSG00000183908	LRRC55	leucine rich repeat containing 55
ENSG00000226530	NA	NA
ENSG00000130770	ATP5IF1	ATP synthase inhibitory factor subunit 1
ENSG00000149115	TNKS1BP1	tankyrase 1 binding protein 1
ENSG00000278942	NA	NA
ENSG00000274536	MIR223HG	MIR223 host gene
ENSG00000167984	NLRC3	NLR family CARD domain containing 3
ENSG00000214892	USP8P1	NA
ENSG00000227939	RPL3P2	NA
ENSG00000231402	WASF5P	NA
ENSG00000255723	NA	NA
ENSG00000256166	LINC02571	long intergenic non-protein coding RNA 2571
ENSG00000235244	DANT2	DXZ4 associated non-coding transcript 2, distal
ENSG00000229836	NA	NA
ENSG00000277402	MIR6891	microRNA 6891
ENSG00000271581	NA	NA
ENSG00000198189	HSD17B11	hydroxysteroid 17-beta dehydrogenase 11
ENSG00000235131	TP73-AS2	NA
ENSG00000228432	DHFRP2	NA
ENSG00000285647	NA	NA
ENSG00000250748	NA	uncharacterized LOC105369187
ENSG00000229044	NA	NA
ENSG00000201658	RNU6-283P	NA
ENSG00000230994	FGFR3P1	NA
ENSG00000223702	ZDHHC20P2	NA
ENSG00000162512	SDC3	syndecan 3
ENSG00000225851	HLA-S	NA
ENSG00000237107	NA	NA
ENSG00000024048	UBR2	ubiquitin protein ligase E3 component n-recognin 2
ENSG00000254662	NA	NA
ENSG00000149136	SSRP1	structure specific recognition protein 1
ENSG00000244681	MTHFD2P1	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase pseudogene 1
ENSG00000171004	HS6ST2	heparan sulfate 6-O-sulfotransferase 2
ENSG00000280217	NA	NA
ENSG00000244464	NA	NA
ENSG00000256695	NA	NA
ENSG00000179840	PIK3CD-AS1	PIK3CD antisense RNA 1
ENSG00000226469	ADAM1B	NA
ENSG00000272449	NA	NA
ENSG00000258133	NA	NA
ENSG00000241319	SETP6	NA
ENSG00000286386	NA	NA
ENSG00000250750	OR5BM1P	NA
ENSG00000214973	CHCHD3P3	NA
ENSG00000259862	NA	NA
ENSG00000213439	OR5AC1	NA
ENSG00000256273	NA	NA
ENSG00000257725	LINC02399	long intergenic non-protein coding RNA 2399
ENSG00000280405	NA	NA
ENSG00000158006	PAFAH2	platelet activating factor acetylhydrolase 2
ENSG00000256310	NDUFA5P6	NA
ENSG00000280002	NA	NA
ENSG00000255916	NA	uncharacterized LOC101928416
ENSG00000240966	RN7SL681P	NA
ENSG00000207182	RNU1-44P	NA
ENSG00000286016	NA	NA
ENSG00000151615	POU4F2	POU class 4 homeobox 2
ENSG00000163618	CADPS	calcium dependent secretion activator
ENSG00000256827	NA	NA
ENSG00000257288	NA	NA
ENSG00000248764	NA	NA
ENSG00000248346	NA	NA
ENSG00000151136	BTBD11	BTB domain containing 11
ENSG00000206848	RNU6-890P	NA
ENSG00000260090	NA	NA
ENSG00000112619	PRPH2	peripherin 2
ENSG00000156575	PRG3	proteoglycan 3, pro eosinophil major basic protein 2
ENSG00000279376	NA	NA
ENSG00000223569	USP17L15	ubiquitin specific peptidase 17 like family member 15
ENSG00000207171	NA	NA
ENSG00000262312	NA	NA
ENSG00000213435	ATP6V0CP3	NA
ENSG00000229226	BTF3L4P4	NA
ENSG00000269553	NA	NA
ENSG00000124659	TBCC	tubulin folding cofactor C
ENSG00000261938	NA	NA
ENSG00000249623	PALLD-AS1	NA
ENSG00000271765	RN7SKP299	NA
ENSG00000258873	DUXA	double homeobox A
ENSG00000272189	NA	NA
ENSG00000188827	SLX4	SLX4 structure-specific endonuclease subunit
ENSG00000197442	MAP3K5	mitogen-activated protein kinase kinase kinase 5
ENSG00000198515	CNGA1	cyclic nucleotide gated channel subunit alpha 1
ENSG00000165868	HSPA12A	heat shock protein family A (Hsp70) member 12A
ENSG00000186652	PRG2	proteoglycan 2, pro eosinophil major basic protein
ENSG00000105499	PLA2G4C	phospholipase A2 group IVC
ENSG00000287467	NA	NA
ENSG00000253111	NA	NA
ENSG00000254065	NA	NA
ENSG00000200998	NA	NA
ENSG00000255321	NA	NA
ENSG00000251019	HIGD1AP13	NA
ENSG00000287670	NA	NA
ENSG00000254037	NA	NA
ENSG00000287632	NA	NA
ENSG00000214812	NA	NA
ENSG00000263235	NA	NA
ENSG00000227514	NA	NA
ENSG00000239793	NA	NA
ENSG00000260278	BMP2K-DT	NA
ENSG00000253432	NA	NA
ENSG00000266270	NA	NA
ENSG00000253720	NA	NA
ENSG00000254979	NA	NA
ENSG00000142784	WDTC1	WD and tetratricopeptide repeats 1
ENSG00000163291	PAQR3	progestin and adipoQ receptor family member 3
ENSG00000088179	PTPN4	protein tyrosine phosphatase non-receptor type 4
ENSG00000126602	TRAP1	TNF receptor associated protein 1
ENSG00000247081	BAALC-AS1	uncharacterized LOC105369147
ENSG00000149761	NUDT22	nudix hydrolase 22
ENSG00000234263	MAP3K5-AS1	MAP3K5 antisense RNA 1
ENSG00000212242	RNA5SP219	NA
ENSG00000286646	NA	NA
ENSG00000112357	PEX7	peroxisomal biogenesis factor 7
ENSG00000168672	LRATD2	LRAT domain containing 2
ENSG00000274572	ZYXP1	NA
ENSG00000176438	SYNE3	spectrin repeat containing nuclear envelope family member 3
ENSG00000286034	NA	NA
ENSG00000285190	NA	NA
ENSG00000184374	COLEC10	collectin subfamily member 10
ENSG00000145685	LHFPL2	LHFPL tetraspan subfamily member 2
ENSG00000227950	NA	NA
ENSG00000227753	NA	NA
ENSG00000126698	DNAJC8	DnaJ heat shock protein family (Hsp40) member C8
ENSG00000173486	FKBP2	FKBP prolyl isomerase 2
ENSG00000207327	RNU6-883P	NA
ENSG00000287230	NA	NA
ENSG00000237139	RPS26P41	NA
ENSG00000235165	CDK5P1	NA
ENSG00000268584	NA	NA
ENSG00000242175	RN7SL127P	NA
ENSG00000272791	NA	NA
ENSG00000254233	LINC02365	NA
ENSG00000286937	NA	NA
ENSG00000177791	MYOZ1	myozenin 1
ENSG00000164305	CASP3	caspase 3
ENSG00000136997	MYC	MYC proto-oncogene, bHLH transcription factor
ENSG00000072786	STK10	serine/threonine kinase 10
ENSG00000201807	NA	NA
ENSG00000213109	NA	NA
ENSG00000182747	SLC35D3	solute carrier family 35 member D3
ENSG00000229447	NA	NA
ENSG00000207247	NA	NA
ENSG00000166317	SYNPO2L	synaptopodin 2 like
ENSG00000230350	RPL35AP3	NA
ENSG00000229607	NA	NA
ENSG00000225391	NA	neuroblastoma highly expressed 1
ENSG00000229994	RPL5P4	NA
ENSG00000235399	NA	NA
ENSG00000130766	SESN2	sestrin 2
ENSG00000242574	HLA-DMB	major histocompatibility complex, class II, DM beta
ENSG00000234890	HNRNPDLP2	NA
ENSG00000229935	MTCYBP9	NA
ENSG00000271848	SYNPO2L-AS1	NA
ENSG00000270100	NA	NA
ENSG00000258215	NA	NA
ENSG00000278916	CEP83-DT	CEP83 divergent transcript
ENSG00000268379	NA	NA
ENSG00000242288	NA	BMS1P4-AGAP5 readthough
ENSG00000254593	OR7E126P	NA
ENSG00000257683	LINC02463	NA
ENSG00000275373	MIR6124	microRNA 6124
ENSG00000226356	RPS6P20	NA
ENSG00000254680	NA	NA
ENSG00000254983	NA	NA
ENSG00000255838	NA	NA
ENSG00000196214	ZNF766	zinc finger protein 766
ENSG00000247473	CARS1-AS1	CARS1 antisense RNA 1
ENSG00000144028	SNRNP200	small nuclear ribonucleoprotein U5 subunit 200
ENSG00000271816	NA	BMS1 pseudogene 4
ENSG00000253756	CARS1P2	NA
ENSG00000256125	FAM32EP	NA
ENSG00000201616	RNU1-91P	NA
ENSG00000285644	NA	NA
ENSG00000273824	NA	NA
ENSG00000259820	NA	NA
ENSG00000236710	NA	NA
ENSG00000279952	NA	NA
ENSG00000272140	NA	NA
ENSG00000168528	SERINC2	serine incorporator 2
ENSG00000275389	NA	NA
ENSG00000252072	RNA5SP320	NA
ENSG00000256659	LINC02368	long intergenic non-protein coding RNA 2368
ENSG00000248993	NA	NA
ENSG00000242338	BMS1P4	NA
ENSG00000160447	PKN3	protein kinase N3
ENSG00000021762	OSBPL5	oxysterol binding protein like 5
ENSG00000204257	HLA-DMA	major histocompatibility complex, class II, DM alpha
ENSG00000156787	TBC1D31	TBC1 domain family member 31
ENSG00000235316	DUSP8P5	NA
ENSG00000139370	SLC15A4	solute carrier family 15 member 4
ENSG00000270808	NA	NA
ENSG00000279088	NA	NA
ENSG00000176986	SEC24C	SEC24 homolog C, COPII coat complex component
ENSG00000119608	PROX2	prospero homeobox 2
ENSG00000268947	NA	NA
ENSG00000286867	NA	NA
ENSG00000145911	N4BP3	NEDD4 binding protein 3
ENSG00000262497	FAM187B2P	NA
ENSG00000269102	NA	NA
ENSG00000083844	ZNF264	zinc finger protein 264
ENSG00000197555	SIPA1L1	signal induced proliferation associated 1 like 1
ENSG00000132570	PCBD2	pterin-4 alpha-carbinolamine dehydratase 2
ENSG00000134153	EMC7	ER membrane protein complex subunit 7
ENSG00000223837	NA	NA
ENSG00000263756	NA	NA
ENSG00000280364	NA	NA
ENSG00000255998	LINC02824	NA
ENSG00000269961	ERBIN-DT	NA
ENSG00000204256	BRD2	bromodomain containing 2
ENSG00000183668	PSG9	pregnancy specific beta-1-glycoprotein 9
ENSG00000285590	NA	NA
ENSG00000164306	PRIMPOL	primase and DNA directed polymerase
ENSG00000240535	NA	NA
ENSG00000257711	NA	uncharacterized LOC100505978
ENSG00000279746	NA	NA
ENSG00000257000	NA	NA
ENSG00000243094	RPL32P2	NA
ENSG00000256596	NA	NA
ENSG00000264438	RN7SL560P	NA
ENSG00000182405	PGBD4	piggyBac transposable element derived 4
ENSG00000160446	ZDHHC12	zinc finger DHHC-type palmitoyltransferase 12
ENSG00000255900	NA	NA
ENSG00000256484	NA	NA
ENSG00000279500	NA	NA
ENSG00000286991	NA	NA
ENSG00000223548	ACSL6-AS1	NA
ENSG00000134152	KATNBL1	katanin regulatory subunit B1 like 1
ENSG00000278872	NA	NA
ENSG00000150712	MTMR12	myotubularin related protein 12
ENSG00000111245	MYL2	myosin light chain 2
ENSG00000160445	ZER1	zyg-11 related cell cycle regulator
ENSG00000196581	AJAP1	adherens junctions associated protein 1
ENSG00000221826	PSG3	pregnancy specific beta-1-glycoprotein 3
ENSG00000279689	NA	NA
ENSG00000196968	FUT11	fucosyltransferase 11
ENSG00000169403	PTAFR	platelet activating factor receptor
ENSG00000230294	LINC02370	NA
ENSG00000172586	CHCHD1	coiled-coil-helix-coiled-coil-helix domain containing 1
ENSG00000255944	NA	NA
ENSG00000151725	CENPU	centromere protein U
ENSG00000256581	NLRP9P1	NA
ENSG00000268975	MIA-RAB4B	NA
ENSG00000255853	NA	NA
ENSG00000270445	COPS5P2	NA
ENSG00000203286	NA	NA
ENSG00000255704	NA	NA
ENSG00000241095	CYP51A1P1	NA
ENSG00000107021	TBC1D13	TBC1 domain family member 13
ENSG00000287982	NA	NA
ENSG00000256417	NA	NA
ENSG00000198464	ZNF480	zinc finger protein 480
ENSG00000214655	ZSWIM8	zinc finger SWIM-type containing 8
ENSG00000163376	KBTBD8	kelch repeat and BTB domain containing 8
ENSG00000106404	CLDN15	claudin 15
ENSG00000258099	ATXN2-AS	ATXN2 antisense RNA
ENSG00000280319	NA	NA
ENSG00000257758	KRT18P20	NA
ENSG00000274695	NA	NA
ENSG00000287792	NA	NA
ENSG00000272305	NA	NA
ENSG00000117676	RPS6KA1	ribosomal protein S6 kinase A1
ENSG00000128463	EMC4	ER membrane protein complex subunit 4
ENSG00000089169	RPH3A	rabphilin 3A
ENSG00000243974	VTI1BP1	NA
ENSG00000271671	NA	NA
ENSG00000269420	PLA2G4C-AS1	PLA2G4C antisense RNA 1
ENSG00000225869	NA	NA
ENSG00000250253	NA	NA
ENSG00000272255	NA	NA
ENSG00000251361	NA	NA
ENSG00000144744	UBA3	ubiquitin like modifier activating enzyme 3
ENSG00000261857	MIA	MIA SH3 domain containing
ENSG00000213265	TSGA13	testis specific 13
ENSG00000276754	NA	NA
ENSG00000283235	NA	NA
ENSG00000262471	NA	NA
ENSG00000263105	NA	NA
ENSG00000185739	SRL	sarcalumenin
ENSG00000113575	PPP2CA	protein phosphatase 2 catalytic subunit alpha
ENSG00000236123	CEACAMP11	NA
ENSG00000196652	ZKSCAN5	zinc finger with KRAB and SCAN domains 5
ENSG00000090447	TFAP4	transcription factor AP-4
ENSG00000161243	FBXO27	F-box protein 27
ENSG00000167136	ENDOG	endonuclease G
ENSG00000259468	NA	NA
ENSG00000207091	NA	NA
ENSG00000182117	NOP10	NOP10 ribonucleoprotein
ENSG00000151726	ACSL1	acyl-CoA synthetase long chain family member 1
ENSG00000234791	NA	NA
ENSG00000198917	SPOUT1	SPOUT domain containing methyltransferase 1
ENSG00000184507	NUTM1	NUT midline carcinoma family member 1
ENSG00000110619	CARS1	cysteinyl-tRNA synthetase 1
ENSG00000213222	TOMM40P4	NA
ENSG00000251108	YBX1P5	NA
ENSG00000136718	IMP4	IMP U3 small nucleolar ribonucleoprotein 4
ENSG00000242100	RPL9P32	NA
ENSG00000145736	GTF2H2	GTF2H2 family member C
ENSG00000145736	GTF2H2	general transcription factor IIH subunit 2
ENSG00000230681	CEACAMP4	NA
ENSG00000166448	TMEM130	transmembrane protein 130
ENSG00000124467	PSG8	pregnancy specific beta-1-glycoprotein 8
ENSG00000126603	GLIS2	GLIS family zinc finger 2
ENSG00000262686	GLIS2-AS1	GLIS2 antisense RNA 1
ENSG00000217930	PAM16	presequence translocase associated motor 16
ENSG00000259904	ACTG1P15	NA
ENSG00000287826	NA	NA
ENSG00000221649	MIR1233-1	microRNA 1233-1
ENSG00000260639	NA	NA
ENSG00000282961	PRNCR1	prostate cancer associated non-coding RNA 1
ENSG00000253167	WASHC5-AS1	WASHC5 antisense RNA 1
ENSG00000261081	NA	NA
ENSG00000279092	NA	NA
ENSG00000169946	ZFPM2	zinc finger protein, FOG family member 2
ENSG00000260275	NA	NA
ENSG00000260123	CARMAL	NA
ENSG00000261407	NA	NA
ENSG00000121289	CEP89	centrosomal protein 89
ENSG00000140526	ABHD2	abhydrolase domain containing 2, acylglycerol lipase
ENSG00000126804	ZBTB1	zinc finger and BTB domain containing 1
ENSG00000002726	AOC1	amine oxidase copper containing 1
ENSG00000244222	OR7E121P	NA
ENSG00000286112	NA	kynurenine aminotransferase 1
ENSG00000244653	UBFD1P1	NA
ENSG00000241293	PPATP1	NA
ENSG00000238138	NA	NA
ENSG00000100505	TRIM9	tripartite motif containing 9
ENSG00000239440	LINC02008	long intergenic non-protein coding RNA 2008
ENSG00000171097	KYAT1	kynurenine aminotransferase 1
ENSG00000254178	NA	NA
ENSG00000253621	RPSAP74	NA
ENSG00000242190	NA	NA
ENSG00000280238	NA	NA
ENSG00000253434	LINC02237	long intergenic non-protein coding RNA 2237
ENSG00000272589	ZSWIM8-AS1	ZSWIM8 antisense RNA 1
ENSG00000272916	NA	NA
ENSG00000181577	C6orf223	chromosome 6 open reading frame 223
ENSG00000121440	PDZRN3	PDZ domain containing ring finger 3
ENSG00000231881	NA	NA
ENSG00000253972	MAL2-AS1	MAL2 antisense RNA 1
ENSG00000183239	NA	NA
ENSG00000262712	NA	NA
ENSG00000287562	NA	NA
ENSG00000225126	CAMTA1-AS1	NA
ENSG00000166507	NDST2	N-deacetylase and N-sulfotransferase 2
ENSG00000180992	MRPL14	mitochondrial ribosomal protein L14
ENSG00000103426	CORO7-PAM16	CORO7-PAM16 readthrough
ENSG00000084628	NKAIN1	sodium/potassium transporting ATPase interacting 1
ENSG00000129103	SUMF2	sulfatase modifying factor 2
ENSG00000137216	TMEM63B	transmembrane protein 63B
ENSG00000253877	LINC01608	long intergenic non-protein coding RNA 1608
ENSG00000236681	DSTNP5	NA
ENSG00000271583	NA	NA
ENSG00000287147	NA	NA
ENSG00000268182	SMIM17	small integral membrane protein 17
ENSG00000287832	NA	NA
ENSG00000230482	ATP5MC2P3	NA
ENSG00000271635	DBF4P2	NA
ENSG00000234199	LINC01191	long intergenic non-protein coding RNA 1191
ENSG00000100644	HIF1A	hypoxia inducible factor 1 subunit alpha
ENSG00000060688	SNRNP40	small nuclear ribonucleoprotein U5 subunit 40
ENSG00000177380	PPFIA3	PTPRF interacting protein alpha 3
ENSG00000223947	NA	NA
ENSG00000224195	NA	NA
ENSG00000228374	RPL9P13	NA
ENSG00000229990	NA	NA
ENSG00000286401	NA	NA
ENSG00000279863	NA	NA
ENSG00000177354	C10orf71	chromosome 10 open reading frame 71
ENSG00000168702	LRP1B	LDL receptor related protein 1B
ENSG00000235939	NA	NA
ENSG00000264217	RPL35AP23	NA
ENSG00000265354	TIMM23	translocase of inner mitochondrial membrane 23
ENSG00000239151	RNU7-195P	NA
ENSG00000259699	HMGB1P8	NA
ENSG00000253573	NA	NA
ENSG00000280063	NA	NA
ENSG00000224722	NA	NA
ENSG00000259948	NA	NA
ENSG00000265733	SNORA74C-1	small nucleolar RNA, H/ACA box 74C-1
ENSG00000253389	NA	NA
ENSG00000140522	RLBP1	retinaldehyde binding protein 1
ENSG00000263639	MSMB	microseminoprotein beta
ENSG00000236335	NA	NA
ENSG00000279786	NA	NA
ENSG00000171612	SLC25A33	solute carrier family 25 member 33
ENSG00000254557	NA	NA
ENSG00000243939	NA	NA
ENSG00000287053	NA	NA
ENSG00000283686	NA	NA
ENSG00000262246	CORO7	coronin 7
ENSG00000241776	NA	NA
ENSG00000254294	IMPDH1P6	NA
ENSG00000280012	RPL23AP61	NA
ENSG00000288004	NA	NA
ENSG00000261292	NA	NA
ENSG00000264204	AGAP7P	NA
ENSG00000214560	RPL21P41	NA
ENSG00000104549	SQLE	squalene epoxidase
ENSG00000251172	NA	NA
ENSG00000080819	CPOX	coproporphyrinogen oxidase
ENSG00000241169	NA	NA
ENSG00000227001	NBPF2P	NA
ENSG00000270927	NA	NA
ENSG00000244383	FAM3D-AS1	FAM3D antisense RNA 1
ENSG00000275101	MIR6766	microRNA 6766
ENSG00000168309	FAM107A	family with sequence similarity 107 member A
ENSG00000261441	POLG-DT	NA
ENSG00000229205	LINC00200	NA
ENSG00000162458	FBLIM1	filamin binding LIM protein 1
ENSG00000279708	NA	NA
ENSG00000287717	NA	NA
ENSG00000136802	LRRC8A	leucine rich repeat containing 8 VRAC subunit A
ENSG00000284329	MIR9-3	microRNA 9-3
ENSG00000287043	NA	NA
ENSG00000282390	NA	NA
ENSG00000140199	SLC12A6	solute carrier family 12 member 6
ENSG00000122958	VPS26A	VPS26, retromer complex component A
ENSG00000137225	CAPN11	calpain 11
ENSG00000175287	PHYHD1	phytanoyl-CoA dioxygenase domain containing 1
ENSG00000257045	NA	NA
ENSG00000268580	LINC01966	NA
ENSG00000236255	NA	NA
ENSG00000279113	NA	NA
ENSG00000278866	NA	NA
ENSG00000205847	OR7E91P	olfactory receptor family 7 subfamily E member 91 pseudogene
ENSG00000279180	NA	NA
ENSG00000257595	LINC02356	long intergenic non-protein coding RNA 2356
ENSG00000136695	IL36RN	interleukin 36 receptor antagonist
ENSG00000255866	NA	NA
ENSG00000257025	NA	NA
ENSG00000254081	LINC01299	NA
ENSG00000089041	P2RX7	purinergic receptor P2X 7
ENSG00000169439	SDC2	syndecan 2
ENSG00000156502	SUPV3L1	Suv3 like RNA helicase
ENSG00000232568	RPL23AP35	NA
ENSG00000225304	NA	NA
ENSG00000247626	MARS2	methionyl-tRNA synthetase 2, mitochondrial
ENSG00000286567	NA	NA
ENSG00000110090	CPT1A	carnitine palmitoyltransferase 1A
ENSG00000230391	RPSAP23	NA
ENSG00000240255	PSMC1P6	NA
ENSG00000249138	NA	proteoglycan 3, pro eosinophil major basic protein 2 pseudogene
ENSG00000236391	NA	NA
ENSG00000251139	NA	NA
ENSG00000227124	ZNF717	zinc finger protein 717
ENSG00000236124	HMGN2P23	NA
ENSG00000286256	NA	NA
ENSG00000204052	LRRC73	leucine rich repeat containing 73
ENSG00000229890	ACTP1	NA
ENSG00000188910	GJB3	gap junction protein beta 3
ENSG00000251230	MIR3945HG	NA
ENSG00000162989	KCNJ3	potassium inwardly rectifying channel subfamily J member 3
ENSG00000230523	LINC01756	long intergenic non-protein coding RNA 1756
ENSG00000266698	MIR3945	microRNA 3945
ENSG00000251147	NA	NA
ENSG00000171453	POLR1C	RNA polymerase I and III subunit C
ENSG00000263458	MIR4455	microRNA 4455
ENSG00000279460	NA	NA
ENSG00000186056	MATN1-AS1	MATN1 antisense RNA 1
